"Fall 2025"
"Generated 2/27/2025, 2:04:38 PM"
,"CLSS ID","SIS ID","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Section Type","Title/Topic","Meeting Pattern","Meetings","Instructor","Room","Status","Session","Campus","Inst. Method","Integ. Partner","Schedule Print","Consent","Credit Hrs Min","Credit Hrs","Grade Mode","Attributes","Course Attributes","Room Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Projected Enrollment","Wait Cap","Wait Total","Rm Cap Request","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Projected","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Rm Cap Request","Link To","Comments","Notes#1","Notes#2"
,"64","14283","Fall 2025","1258","UNO-AE","AREN","9970","AREN 9970","007","RESEARCH OTHER THAN THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Konstantzos, Iason (44811457) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","6","Graded","","","","0","10","","","0","0","10","","","","","","","","","","",""
,"66","15090","Fall 2025","1258","UNO-AE","AREN","9970","AREN 9970","008","RESEARCH OTHER THAN THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Roohi, Milad (71975676) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","6","Graded","","","","0","10","","","0","0","10","","","","","","","","","","",""
,"67","16077","Fall 2025","1258","UNO-AE","AREN","9970","AREN 9970","009","RESEARCH OTHER THAN THESIS","","Independent Study","","Does Not Meet","Does Not Meet","Liu, Xiaoqi (81973916) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","6","Graded","","","","0","10","","","0","0","10","","","","","","","","","","",""
"AREN 9990 - DOCTORAL DISSERTATION"
,"68","12514","Fall 2025","1258","UNO-AE","AREN","9990","AREN 9990","001","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Lau, Josephine (57915377) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"69","13321","Fall 2025","1258","UNO-AE","AREN","9990","AREN 9990","002","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Alahmad, Moe (71470100) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"70","13322","Fall 2025","1258","UNO-AE","AREN","9990","AREN 9990","003","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Wang, Lily (60678283) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"71","13323","Fall 2025","1258","UNO-AE","AREN","9990","AREN 9990","004","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Yuill, David (39474083) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"73","13981","Fall 2025","1258","UNO-AE","AREN","9990","AREN 9990","006","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","ALSaleem, Fadi (42419221) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"74","14282","Fall 2025","1258","UNO-AE","AREN","9990","AREN 9990","007","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Konstantzos, Iason (44811457) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"76","15091","Fall 2025","1258","UNO-AE","AREN","9990","AREN 9990","008","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Maguire, Marc (67463304) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
,"77","16092","Fall 2025","1258","UNO-AE","AREN","9990","AREN 9990","009","DOCTORAL DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Roohi, Milad (71975676) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
"BIOI 1000 - DIGITAL HEALTH AND BIOLOGICAL SYSTEMS"
,"239","13428","Fall 2025","1258","UNO-BIOI","BIOI","1000","BIOI 1000","001","DIGITAL HEALTH AND BIOLOGICAL SYSTEMS","","Lecture","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Clarke, Martina (55703786) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; University General Education: Natural/Physical Science General Education course; MavEd: MavEd Natural Science","University General Education: Natural/Physical Science General Education course","","0","30","","","99","0","30","","","","","","","","","","",""
"BIOI 3000 - APPLIED BIOINFORMATICS"
,"241","13430","Fall 2025","1258","UNO-BIOI","BIOI","3000","BIOI 3000","001","APPLIED BIOINFORMATICS","","Lecture","","TR 3pm-4:15pm","TR 3pm-4:15pm","Bastola, Kiran (75153614) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","20","","","99","0","20","","","","","","","","","","",""
"BIOI 4500 - INDEPENDENT STUDY"
,"3399","13431","Fall 2025","1258","UNO-BIOI","BIOI","4500","BIOI 4500","001","INDEPENDENT STUDY","","Independent Study","","Does Not Meet","Does Not Meet","Cooper, Kate (35979329) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","1","3","Graded","Open Nebraska: No Cost Materials","","","0","10","","","0","0","10","","","","","","","","","","",""
"BIOI 4510 - BIOINFORMATICS INTERNSHIP"
,"3398","14068","Fall 2025","1258","UNO-BIOI","BIOI","4510","BIOI 4510","800","BIOINFORMATICS INTERNSHIP","","Internship","","Does Not Meet","Does Not Meet","Cooper, Kate (35979329) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Off Campus","","Yes","Department Consent Required","1","3","Graded","Fully Online: Fully Online","","","0","15","","","99","0","15","","","","","","","","","","",""
"BIOI 4860 - BIOINFORMATICS ALGORITHMS"
,"4217","16265","Fall 2025","1258","UNO-BIOI","BIOI","4860","BIOI 4860","001","BIOINFORMATICS ALGORITHMS","","Lecture","","TR 3pm-4:15pm","TR 3pm-4:15pm","Cooper, Kate (35979329) [Primary Instructor, Post, Print]","Room Assignment Pending","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","25","","","0","0","35","Also BMI 8866-001","","30","","99","","50","","","",""
"BMI 8000 - ADVANCES IN BIOMEDICAL INFORMATICS"
,"3669","14799","Fall 2025","1258","UNO-BMI","BMI","8000","BMI 8000","001","ADVANCES IN BIOMEDICAL INFORMATICS","","Seminar","","F 11am-12pm","F 11am-12pm","Bastola, Kiran (75153614) [Primary Instructor, Post, Print]","Peter Kiewit Institute 261","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","0","0","Satisfactory/Unsatisfactory","","","","0","30","","","0","0","30","","","","","","","","","","",""
"BMI 8100 - INTRODUCTION TO BIOMEDICAL INFORMATICS"
,"3240","15393","Fall 2025","1258","UNO-BMI","BMI","8100","BMI 8100","001","INTRODUCTION TO BIOMEDICAL INFORMATICS","","Lecture","","R 4:30pm-7:05pm","R 4:30pm-7:05pm","Clarke, Martina (55703786) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO-IS","Distance Education","","Yes","No Special Consent Required","3","3","Graded","","","","0","10","","","0","0","10","See BMI 8100-820","0","20","","99","0","20","","","This course is offered as both 001 (i.e. ""in-person instruction"") and 820 (i.e. ""remote instruction""). This means that the course will be offered in a classroom that supports remote distance education. In-person students will be present with the instructor in class, while remote students will join the class synchronously via Zoom. Students joining remotely are expected to participate in in-class activities/discussions during the scheduled time of their class.",""
,"3241","13586","Fall 2025","1258","UNO-BMI","BMI","8100","BMI 8100","820","INTRODUCTION TO BIOMEDICAL INFORMATICS","","Lecture","","R 4:30pm-7:05pm","R 4:30pm-7:05pm","Clarke, Martina (55703786) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO-IS","Distance Education","","Yes","No Special Consent Required","3","3","Graded","Fully Remote: Fully Remote","","","0","10","","","99","0","10","Also BMI 8100-001","0","20","","99","0","20","","","This class will be taught remotely via synchronous teaching. Students will need to log in at the specified time but will not physically attend class.","This course is offered as both 001 (i.e. ""in-person instruction"") and 820 (i.e. ""remote instruction""). This means that the course will be offered in a classroom that supports remote distance education. In-person students will be present with the instructor in class, while remote students will join the class synchronously via Zoom. Students joining remotely are expected to participate in in-class activities/discussions during the scheduled time of their class."
"BMI 8300 - PUBLIC HEALTH GENOMICS"
,"4169","16229","Fall 2025","1258","UNO-BMI","BMI","8300","BMI 8300","001","PUBLIC HEALTH GENOMICS","","Lecture","","M 4:30pm-7:10pm","M 4:30pm-7:10pm","Cooper, Kate (35979329) [Primary Instructor, Post, Print]","Peter Kiewit Institute 261","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","30","","","0","0","30","","","","","","","","","","",""
"BMI 8866 - BIOINFORMATICS ALGORITHMS"
,"4691","NEW","Fall 2025","1258","UNO-BMI","BMI","8866","BMI 8866","001","BIOINFORMATICS ALGORITHMS","","Lecture","","TR 3pm-4:15pm","Does Not Meet","Cooper, Kate (35979329) [Primary Instructor, Post, Print]","Room Assignment Pending","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","5","","","99","0","15","See BIOI 4860-001","","30","","99","","50","","","",""
"BMI 8900 - INDEPENDENT RESEARCH IN BIOMEDICAL INFORMATICS"
,"3291","13434","Fall 2025","1258","UNO-BMI","BMI","8900","BMI 8900","001","INDEPENDENT RESEARCH IN BIOMEDICAL INFORMATICS","","Research","","Does Not Meet","Does Not Meet","Ghersi, Dario (74961526) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Instructor Consent Required","1","3","Graded","","","","0","20","","","0","0","20","","","","","","","","","","",""
"BMI 8910 - INTERNSHIP"
,"3403","14069","Fall 2025","1258","UNO-BMI","BMI","8910","BMI 8910","800","INTERNSHIP","","Internship","","Does Not Meet","Does Not Meet","Ghersi, Dario (74961526) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Off Campus","","Yes","No Special Consent Required","1","3","Graded","Fully Online: Fully Online","","","0","30","","","99","0","30","","","","","","","","","","",""
"BMI 8970 - INDEPENDENT STUDY IN BIOINFORMATICS"
,"3239","13436","Fall 2025","1258","UNO-BMI","BMI","8970","BMI 8970","001","INDEPENDENT STUDY IN BIOINFORMATICS","","Independent Study","","Does Not Meet","Does Not Meet","Ghersi, Dario (74961526) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","1","3","Graded","","","","0","20","","","0","0","20","","","","","","","","","","",""
"BMI 8990 - THESIS IN BIOMEDICAL INFORMATICS"
,"3244","13437","Fall 2025","1258","UNO-BMI","BMI","8990","BMI 8990","001","THESIS IN BIOMEDICAL INFORMATICS","","Master's Thesis","","Does Not Meet","Does Not Meet","Ghersi, Dario (74961526) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","1","6","Satisfactory/Unsatisfactory","","","","0","20","","","0","0","20","","","","","","","","","","",""
"BMI 9980 - INDEPENDENT RESEARCH IN BIOMEDICAL INFORMATICS"
,"3303","13438","Fall 2025","1258","UNO-BMI","BMI","9980","BMI 9980","001","INDEPENDENT RESEARCH IN BIOMEDICAL INFORMATICS","","Research","","Does Not Meet","Does Not Meet","Bastola, Kiran (75153614) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Instructor Consent Required","1","3","Graded","","","","0","20","","","0","0","20","","","","","","","","","","",""
"BMI 9990 - DISSERTATION"
,"3552","13439","Fall 2025","1258","UNO-BMI","BMI","9990","BMI 9990","001","DISSERTATION","","Dissertation","","Does Not Meet","Does Not Meet","Bastola, Kiran (75153614) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Instructor Consent Required","1","12","Satisfactory/Unsatisfactory","","","","0","20","","","0","0","20","","","","","","","","","","",""
"CIST 1010 - LEARN AND EARN: COLLEGE AND CAREER SUCCESS"
,"3921","14523","Fall 2025","1258","UNO-DOIS","CIST","1010","CIST 1010","001","LEARN AND EARN: COLLEGE AND CAREER SUCCESS","","Seminar","","T 9:30am-10:20am","T 9:30am-10:20am","Sherman, Alexis (12337364) [Secondary Instructor, No Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","1","1","Satisfactory/Unsatisfactory","Open Nebraska: No Cost Materials","","","0","20","","","99","0","20","","","","","","","","","","",""
,"3922","14524","Fall 2025","1258","UNO-DOIS","CIST","1010","CIST 1010","002","LEARN AND EARN: COLLEGE AND CAREER SUCCESS","","Seminar","","T 3:30pm-4:20pm","T 3:30pm-4:20pm","Sherman, Alexis (12337364) [Secondary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","1","1","Satisfactory/Unsatisfactory","Open Nebraska: No Cost Materials","","","0","20","","","99","0","20","","","","","","","","","","",""
,"3923","14525","Fall 2025","1258","UNO-DOIS","CIST","1010","CIST 1010","003","LEARN AND EARN: COLLEGE AND CAREER SUCCESS","","Seminar","","T 4:30pm-5:20pm","T 4:30pm-5:20pm","Sherman, Alexis (12337364) [Secondary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","1","1","Satisfactory/Unsatisfactory","Open Nebraska: No Cost Materials","","","0","20","","","99","0","20","","","","","","","","","","",""
,"3924","14526","Fall 2025","1258","UNO-DOIS","CIST","1010","CIST 1010","004","LEARN AND EARN: COLLEGE AND CAREER SUCCESS","","Seminar","","W 9:30am-10:20am","W 9:30am-10:20am","Sherman, Alexis (12337364) [Secondary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","1","1","Satisfactory/Unsatisfactory","Open Nebraska: No Cost Materials","","","0","20","","","99","0","20","","","","","","","","","","",""
,"3925","14527","Fall 2025","1258","UNO-DOIS","CIST","1010","CIST 1010","005","LEARN AND EARN: COLLEGE AND CAREER SUCCESS","","Seminar","","W 1:30pm-2:20pm","W 1:30pm-2:20pm","Sherman, Alexis (12337364) [Secondary Instructor, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","1","1","Satisfactory/Unsatisfactory","Open Nebraska: No Cost Materials","","","0","20","","","99","0","20","","","","","","","","","","",""
,"3926","14543","Fall 2025","1258","UNO-DOIS","CIST","1010","CIST 1010","006","LEARN AND EARN: COLLEGE AND CAREER SUCCESS","","Seminar","","R 8:30am-9:20am","R 8:30am-9:20am","Sherman, Alexis (12337364) [Secondary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","1","1","Satisfactory/Unsatisfactory","Open Nebraska: No Cost Materials","","","0","20","","","99","0","20","","","","","","","","","","",""
,"3927","14544","Fall 2025","1258","UNO-DOIS","CIST","1010","CIST 1010","007","LEARN AND EARN: COLLEGE AND CAREER SUCCESS","","Seminar","","R 3:30pm-4:20pm","R 3:30pm-4:20pm","Sherman, Alexis (12337364) [Secondary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","1","1","Satisfactory/Unsatisfactory","Open Nebraska: No Cost Materials","","","0","20","","","99","0","20","","","","","","","","","","",""
,"3928","14994","Fall 2025","1258","UNO-DOIS","CIST","1010","CIST 1010","008","LEARN AND EARN: COLLEGE AND CAREER SUCCESS","","Seminar","","T 1:30pm-2:20pm","T 1:30pm-2:20pm","Sherman, Alexis (12337364) [Secondary Instructor, Post, Print]","Peter Kiewit Institute 161","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","1","1","Satisfactory/Unsatisfactory","Open Nebraska: No Cost Materials","","","0","20","","","99","0","20","","","","","","","","","","",""
