
,"Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Section Type","Title/Topic","Meeting Pattern","Meetings","Instructor","Room","Status","Session","Campus","Inst. Method","Integ. Partner","Schedule Print","Consent","Credit Hrs Min","Credit Hrs","Grade Mode","Attributes","Course Attributes","Room Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Projected Enrollment","Wait Cap","Rm Cap Request","Cross-listings","Cross-list Maximum","Cross-list Projected","Cross-list Wait Cap","Cross-list Rm Cap Request","Link To","Comments","Notes#1"
,"Fall 2022","1228","UNO-ELEC","ECEN","494","ECEN 494","001","ELECTRICAL ENGINEERING CAPSTONE I","Lecture/Lab (combo)","","R 2:30pm-4:10pm","R 2:30pm-4:10pm","Detloff, Herbert (94889479) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","2","2","Graded","","","","8","25","","","0","50","Also ECEN 496-001","50","","0","50","","Please assign to PKI 252","For Electrical Engineering Majors"
"ECEN 496 - COMPUTER ENGINEERING CAPSTONE I"
,"Fall 2022","1228","UNO-ELEC","ECEN","496","ECEN 496","001","COMPUTER ENGINEERING CAPSTONE I","Lecture","","R 2:30pm-4:10pm","R 2:30pm-4:10pm","Detloff, Herbert (94889479) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","2","2","Graded","","","","22","25","","","0","50","See ECEN 494-001","50","","0","50","","","For Computer Engineering Majors"
"ECEN 498 - SPECIAL TOPICS IN ELECTRICAL ENGINEERING IV"
,"Fall 2022","1228","UNO-ELEC","ECEN","498","ECEN 498","001","SPECIAL TOPICS IN ELECTRICAL ENGINEERING IV","Lecture","PRACTICAL MACHINE LEARNING","TR 12pm-1:15pm","TR 12pm-1:15pm","Hasan, Mohammad Rashedul (78877589) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","6","Graded","","","","1","10","","","0","10","Also ECEN 898-001","20","","0","20","","",""
"ECEN 806 - POWER SYSTEMS ANALYSIS"
,"Fall 2022","1228","UNO-ELEC","ECEN","806","ECEN 806","001","POWER SYSTEMS ANALYSIS","Lecture","","TR 10:30am-11:45am","TR 10:30am-11:45am","Hudgins, Jerry (43085424) [Primary Instructor, Post, Print]; Stratman, Anne (79168814) [Primary Instructor, Post, Print]; Wiebe, Ronda (77305534) [Secondary Instructor, Post, No Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","3","","","0","3","","","","","","","","The first week (Aug 17-21) will  meet remotely."
"ECEN 830 - WIND ENERGY"
,"Fall 2022","1228","UNO-ELEC","ECEN","830","ECEN 830","001","WIND ENERGY","Lecture","","W 1:30pm-2:45pm","W 1:30pm-2:45pm","Hudgins, Jerry (43085424) [Primary Instructor, Post, Print]; Wiebe, Ronda (77305534) [Secondary Instructor, Post, No Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","2","","","0","22","See ECEN 430-001","35","","0","35","","",""
"ECEN 835 - EMBEDDED MICROCONTROLLER DESIGN"
,"Fall 2022","1228","UNO-ELEC","ECEN","835","ECEN 835","001","EMBEDDED MICROCONTROLLER DESIGN","Lecture/Lab (combo)","","TR 10:30am-11:45am","TR 10:30am-11:45am","Sharif-Kashani, Hamid (50070770) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","0","5","","","0","5","See ECEN 435-001","25","","99","25","","",""
,"Fall 2022","1228","UNO-ELEC","ECEN","835","ECEN 835","002","EMBEDDED MICROCONTROLLER DESIGN","Lecture/Lab (combo)","","T 1:30pm-4:20pm","T 1:30pm-4:20pm","Sharif-Kashani, Hamid (50070770) [Primary Instructor, Post, Print]","Peter Kiewit Institute 340","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","0","5","","","0","5","See ECEN 435-002","30","","99","30","","",""
"ECEN 844 - LINEAR CONTROL SYSTEMS"
,"Fall 2022","1228","UNO-ELEC","ECEN","844","ECEN 844","001","LINEAR CONTROL SYSTEMS","Lecture","","TR 9am-10:15am","TR 9am-10:15am","Gilmore, Alisa (32249625) [Secondary Instructor, Post, No Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","3","","","0","3","See ECEN 444-001","25","","0","25","","","The first week (Aug 17-21) will  meet remotely."
,"Fall 2022","1228","UNO-ELEC","ECEN","844","ECEN 844","820","LINEAR CONTROL SYSTEMS","Lecture","","TR 9am-10:15am","TR 9am-10:15am","Gilmore, Alisa (32249625) [Secondary Instructor, Post, No Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","Remote Learning: Remote Learning","","","0","0","","","0","3","See ECEN 444-001","25","","0","25","","","The first week (Aug 17-21) will  meet remotely."
"ECEN 850 - BIOINFORMATICS"
,"Fall 2022","1228","UNO-ELEC","ECEN","850","ECEN 850","001","BIOINFORMATICS","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Otu, Hasan (75156619) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","0","5","","","0","5","See ECEN 450-001","15","","0","15","","",""
"ECEN 884 - NETWORK SECURITY"
,"Fall 2022","1228","UNO-ELEC","ECEN","884","ECEN 884","001","NETWORK SECURITY","Lecture","","MW 4:30pm-5:45pm","MW 4:30pm-5:45pm","Qian, Yi (37897831) [Primary Instructor, Post, Print]","Peter Kiewit Institute 259","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","1","5","","","0","5","See ECEN 484-001","25","","0","25","","",""
,"Fall 2022","1228","UNO-ELEC","ECEN","884","ECEN 884","002","NETWORK SECURITY","Laboratory","","MW 6pm-7:15pm","MW 6pm-7:15pm","Qian, Yi (37897831) [Primary Instructor, Post, Print]","Peter Kiewit Institute 259","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","4","4","Graded","","","","1","30","","","0","5","See ECEN 484-002","20","","99","20","Any","",""
"ECEN 891 - SPECIAL TOPICS IN ELECTRIC AND COMPUTER ENGINEERING IV"
,"Fall 2022","1228","UNO-ELEC","ECEN","891","ECEN 891","003","SPECIAL TOPICS IN ELECTRIC AND COMPUTER ENGINEERING IV","Lecture","SOLAR ENERGY SYSTEMS","W 9am-10:15am; S 9am-12pm","W 9am-10:15am; S 9am-12pm","Chen, Bing (13376740) [Primary Instructor, Post, Print]; Chen, Bing (13376740) [Primary Instructor, Post, Print]","Peter Kiewit Institute 259","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","4","Graded","","","","0","5","","","0","5","See ECEN 491-003","15","","0","15","","",""
"ECEN 895 - SPECIAL TOPICS"
,"Fall 2022","1228","UNO-ELEC","ECEN","895","ECEN 895","004","SPECIAL TOPICS","Lecture","FOUNDATIONS OF SYSTEMS ENGR","TR 5:30pm-6:45pm","TR 5:30pm-6:45pm","Staff [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","1","3","Graded","","","","0","30","","","0","30","","","","","","","",""
"ECEN 898 - SPECIAL TOPICS IN ELECTRICAL ENGINEERING IV"
,"Fall 2022","1228","UNO-ELEC","ECEN","898","ECEN 898","001","SPECIAL TOPICS IN ELECTRICAL ENGINEERING IV","Lecture","PRACTICAL MACHINE LEARNING","TR 12pm-1:15pm","TR 12pm-1:15pm","Hasan, Mohammad Rashedul (78877589) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","6","Graded","","","","7","10","","","0","10","See ECEN 498-001","20","","0","20","","",""
"ECEN 991 - INDEPENDENT STUDY"
,"Fall 2022","1228","UNO-ELEC","ECEN","991","ECEN 991","001","INDEPENDENT STUDY","Independent Study","","TR 5pm-6:15pm","TR 5pm-6:15pm","Staff [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","24","Graded","","","","0","20","","","0","20","","","","","","","",""
"ECEN 996 - TOPICS IN ELECTRICAL ENGINEERING"
,"Fall 2022","1228","UNO-ELEC","ECEN","996","ECEN 996","001","TOPICS IN ELECTRICAL ENGINEERING","Lecture","OPTIMIZATION AND APPLICATIONS","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Harms, Herbert (13667135) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","3","3","Graded","","","","5","8","","","0","8","Also ECEN 996-820","8","","0","8","","Please assign to PKI 108","The first week (Aug 17-21) will  meet remotely."
,"Fall 2022","1228","UNO-ELEC","ECEN","996","ECEN 996","820","TOPICS IN ELECTRICAL ENGINEERING","Lecture","OPTIMIZATION AND APPLICATIONS","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Harms, Herbert (13667135) [Primary Instructor, Post, Print]","Peter Kiewit Institute 108","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","3","3","Graded","Remote Learning: Remote Learning","","","0","0","","","0","0","See ECEN 996-001","8","","0","8","","","The first week (Aug 17-21) will  meet remotely."
"ECEN 998 - ADVANCED SPECIAL TOPICS"
,"Fall 2022","1228","UNO-ELEC","ECEN","998","ECEN 998","001","ADVANCED SPECIAL TOPICS","Lecture/Lab (combo)","","R 1pm-3:50pm","R 1pm-3:50pm","Sharif-Kashani, Hamid (50070770) [Primary Instructor, Post, Print]","Peter Kiewit Institute 259","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","1","3","Graded","","","","0","15","","","0","15","","","","","","","",""
"EMIT 8000 - MANAGING & LEADING IN A DIGITAL WORLD"
,"Fall 2022","1228","UNO-DOIS","EMIT","8000","EMIT 8000","860","MANAGING & LEADING IN A DIGITAL WORLD","Lecture","","S 8am-6pm","S 8am-6pm; Does Not Meet","Khazanchi, Deepak (26560243) [Primary Instructor, Post, Print]; Khazanchi, Deepak (26560243) [Primary Instructor, Post, Print]; Planos, Leslie (67268469) [Course Administrator, Post, No Print]; Planos, Leslie (67268469) [Course Administrator, Post, No Print]","Peter Kiewit Institute 150; Partially Online","Active","UNO 2 Weeks","UNO-IS","Partially Online","","Yes","No Special Consent Required","2","2","Graded","Partially Online: Partially Online","","","3","30","","","0","30","","","","","","","","9/19-23 and 9/26-9/30 (Asynchronous online); 9/24 & 10/1 (Saturday all day ? F2F)."
"EMIT 8050 - IT LEADERSHIP"
,"Fall 2022","1228","UNO-DOIS","EMIT","8050","EMIT 8050","860","IT LEADERSHIP","Lecture","","S 8am-6pm","S 8am-6pm; Does Not Meet","Crough, Danielle (87523427) [Primary Instructor, Post, Print]; Crough, Danielle (87523427) [Primary Instructor, Post, Print]; Planos, Leslie (67268469) [Course Administrator, Post, No Print]; Planos, Leslie (67268469) [Course Administrator, Post, No Print]","Peter Kiewit Institute 150; Partially Online","Active","UNO 2 Weeks","UNO-IS","Partially Online","","Yes","No Special Consent Required","2","2","Graded","Partially Online: Partially Online","","","3","30","","","0","30","","","","","","","","11/8-11/12 and 11/15-11/19 (Asynchronous Online);  11/13 & 11/20 (Saturday all day - F2F"
"EMIT 8150 - BIG DATA ANALYTICS AND VIZUALIZATION"
,"Fall 2022","1228","UNO-DOIS","EMIT","8150","EMIT 8150","860","BIG DATA ANALYTICS AND VIZUALIZATION","Lecture","","S 8am-6pm","S 8am-6pm; Does Not Meet","Pawaskar, Sachin (84657465) [Primary Instructor, Post, Print]; Pawaskar, Sachin (84657465) [Primary Instructor, Post, Print]","Peter Kiewit Institute 150; Partially Online","Active","UNO 2 Weeks","UNO-IS","Partially Online","","Yes","No Special Consent Required","2","2","Graded","Partially Online: Partially Online","","","3","30","","","0","30","","","","","","","","In-person meetings 12/4 & 12/11"
"EMIT 8200 - MANAGING INFORMATION TECHNOLOGY INNOVATION"
,"Fall 2022","1228","UNO-DOIS","EMIT","8200","EMIT 8200","860","MANAGING INFORMATION TECHNOLOGY INNOVATION","Lecture","","S 8am-6pm","S 8am-6pm; Does Not Meet","Derrick, Douglas (90055446) [Primary Instructor, Post, Print]; Derrick, Douglas (90055446) [Primary Instructor, Post, Print]; Planos, Leslie (67268469) [Course Administrator, Post, No Print]; Planos, Leslie (67268469) [Course Administrator, Post, No Print]","Peter Kiewit Institute 150; Partially Online","Active","UNO 2 Weeks","UNO-IS","Partially Online","","Yes","No Special Consent Required","2","2","Graded","Partially Online: Partially Online","","","3","30","","","0","30","","","","","","","","Asynchronous online: 10/10-14; 10/24-28
Saturdays: 10/15 and 10/29 (F2F)."
"ENGR 10 - FRESHMAN ENGINEERING SEMINAR"
,"Fall 2022","1228","UNO-DOEN","ENGR","10","ENGR 10","001","FRESHMAN ENGINEERING SEMINAR","Seminar","","T 3pm-3:50pm","T 3pm-3:50pm","Franta, Nicole (27227362) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","0","0","Satisfactory/Unsatisfactory","","","","49","50","","","0","50","","","","","","","Please find a room in PKI","Freshman Engineering Seminar. Course meets Tuesday, August 24 through Tuesday, October 12
."
,"Fall 2022","1228","UNO-DOEN","ENGR","10","ENGR 10","002","FRESHMAN ENGINEERING SEMINAR","Seminar","","R 3pm-3:50pm","R 3pm-3:50pm","Ramirez-Rodgers, Alma (04838967) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","0","0","Satisfactory/Unsatisfactory","","","","9","20","","","0","20","","","","","","","","Requires Permission Code"
,"Fall 2022","1228","UNO-DOEN","ENGR","10","ENGR 10","005","FRESHMAN ENGINEERING SEMINAR","Seminar","","T 3pm-3:50pm","T 3pm-3:50pm","Omar, Erin (71646318) [Primary Instructor, Post, Print]","Peter Kiewit Institute 259","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","0","0","Satisfactory/Unsatisfactory","","","","10","15","","","0","15","","","","","","","Permission  code needed",""
,"Fall 2022","1228","UNO-DOEN","ENGR","10","ENGR 10","006","FRESHMAN ENGINEERING SEMINAR","Seminar","","W 3pm-3:50pm","W 3pm-3:50pm","Asay, Mallory (98036256) [Primary Instructor, Post, Print]; Skidmore, Jennifer (29308402) [Secondary Instructor, Post, Print]","Peter Kiewit Institute 153","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","0","0","Satisfactory/Unsatisfactory","","","","39","35","","","0","35","","","","","","","Freshman Engineering Seminar. Course meets Tuesday, August 24 through Tuesday, October 12 .
Please assign PKI 153 on Wednesdays from 3:00 to 3:50 pm.",""
,"Fall 2022","1228","UNO-DOEN","ENGR","10","ENGR 10","007","FRESHMAN ENGINEERING SEMINAR","Seminar","","R 2pm-2:50pm","R 2pm-2:50pm","Lopez-Villa, Yajaira (19257860) [Primary Instructor, Post, Print]; Franta, Nicole (27227362) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","0","0","Satisfactory/Unsatisfactory","","","","28","30","","","0","30","","","","","","","",""
"ENGR 100 - INTERPERSONAL SKILLS FOR ENGINEERING LEADERS"
,"Fall 2022","1228","UNO-DOEN","ENGR","100","ENGR 100","002","INTERPERSONAL SKILLS FOR ENGINEERING LEADERS","Lecture/Lab (combo)","","MW 9am-10:15am","MW 9am-10:15am","Bernstein, Stuart (55263815) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","Experiential Learning: Includes Experiential Learning Component; Service Learning Component: Includes Service Learning Component","","","45","50","","","99","50","","","","","","","",""
"ENGR 469 - TECHNOLOGY, SCIENCE AND CIVILIZATION"
,"Fall 2022","1228","UNO-DOEN","ENGR","469","ENGR 469","001","TECHNOLOGY, SCIENCE AND CIVILIZATION","Lecture","","MW 10:30am-11:45am","MW 10:30am-11:45am","Chen, Bing (13376740) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","Department Consent Required","3","3","Graded","Service Learning Component: Includes Service Learning Component","","","18","40","","","0","40","","","","","","","","0257"
"ENVE 101 - INTRODUCTION TO ENVIRONMENTAL ENGINEERING"
,"Fall 2022","1228","UNO-CIVE","ENVE","101","ENVE 101","001","INTRODUCTION TO ENVIRONMENTAL ENGINEERING","Lecture","","MWF 9:30am-10:20am","MWF 9:30am-10:20am; F 9:30am-10:20am","Hunt, George (01262741) [Primary Instructor, Post, Print]; Lane, Kaycie (37381171) [Primary Instructor, Post, Print]; Lane, Kaycie (37381171) [Secondary Instructor, Post, Print]; Hunt, George (01262741) [Secondary Instructor, Post, Print]","Peter Kiewit Institute 252; Peter Kiewit Institute 248","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","4","30","","","0","30","See CIVE 101-001","56","","99","56","","",""
"ENVE 210 - FUNDAMENTALS OF ENVIRONMENTAL ENGINEERING"
,"Fall 2022","1228","UNO-CIVE","ENVE","210","ENVE 210","001","FUNDAMENTALS OF ENVIRONMENTAL ENGINEERING","Lecture","","TR 10:30am-11:45am","TR 10:30am-11:45am","Lane, Kaycie (37381171) [Primary Instructor, Post, Print]","Peter Kiewit Institute 164","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","3","30","","","0","30","","","","","","","",""
"ENVE 322 - BIOLOGICAL PRINCIPLES OF ENVIRONMENTAL ENGINEERING"
,"Fall 2022","1228","UNO-CIVE","ENVE","322","ENVE 322","001","BIOLOGICAL PRINCIPLES OF ENVIRONMENTAL ENGINEERING","Lecture/Lab (combo)","","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Aguilar, Didier Philippe Mena (36693987) [Primary Instructor, Post, Print]","Peter Kiewit Institute 164","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","2","2","Graded","","","","1","30","","","0","30","Also ENVE 322-820","30","","0","30","","",""
,"Fall 2022","1228","UNO-CIVE","ENVE","322","ENVE 322","820","BIOLOGICAL PRINCIPLES OF ENVIRONMENTAL ENGINEERING","Lecture/Lab (combo)","","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Aguilar, Didier Philippe Mena (36693987) [Primary Instructor, Post, Print]","Peter Kiewit Institute 164","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","2","2","Graded","Remote Learning: Remote Learning","","","0","0","","","0","30","See ENVE 322-001","30","","0","30","","",""
"ENVE 430 - SUSTAINABLE DESIGN IN ENVIRONMENTAL ENGINEERING"
,"Fall 2022","1228","UNO-CIVE","ENVE","430","ENVE 430","001","SUSTAINABLE DESIGN IN ENVIRONMENTAL ENGINEERING","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Dvorak, Bruce (97379393) [Primary Instructor, Post, Print]; Lane, Kaycie (37381171) [Secondary Instructor, Post, Print]","Peter Kiewit Institute 164","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","4","30","","","0","30","Also ENVE 430-820","30","","0","30","","",""
,"Fall 2022","1228","UNO-CIVE","ENVE","430","ENVE 430","820","SUSTAINABLE DESIGN IN ENVIRONMENTAL ENGINEERING","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Dvorak, Bruce (97379393) [Primary Instructor, Post, Print]; Lane, Kaycie (37381171) [Secondary Instructor, Post, Print]","Peter Kiewit Institute 164","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","Remote Learning: Remote Learning","","","0","0","","","0","30","See ENVE 430-001","30","","0","30","","",""
"ISQA 3310 - MANAGING THE DATABASE ENVIRONMENT"
,"Fall 2022","1228","UNO-ISQA","ISQA","3310","ISQA 3310","001","MANAGING THE DATABASE ENVIRONMENT","Lecture","","TR 10:30am-11:45am","TR 10:30am-11:45am","Vlasnik, Sandra (06260598) [Primary Instructor, Post, Print]","Peter Kiewit Institute 260","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials","","","18","20","","","99","23","","","","","","","",""
"ISQA 3900 - WEB APPLICATION DEVELOPMENT"
,"Fall 2022","1228","UNO-ISQA","ISQA","3900","ISQA 3900","001","WEB APPLICATION DEVELOPMENT","Lecture","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Vlasnik, Sandra (06260598) [Primary Instructor, Post, Print]","Peter Kiewit Institute 260","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","18","25","","","99","25","","","","","","","",""
"ISQA 4110 - INFORMATION SYSTEMS ANALYSIS"
,"Fall 2022","1228","UNO-ISQA","ISQA","4110","ISQA 4110","001","INFORMATION SYSTEMS ANALYSIS","Lecture","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Ayeni, Foluso (73061161) [Primary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Service Learning Component: Includes Service Learning Component","","","17","20","","","99","25","","","","","","","",""
"ISQA 8220 - ADVANCED SYSTEMS ANALYSIS AND DESIGN"
,"Fall 2022","1228","UNO-ISQA","ISQA","8220","ISQA 8220","001","ADVANCED SYSTEMS ANALYSIS AND DESIGN","Lecture","","MW 4:30pm-5:45pm","MW 4:30pm-5:45pm","House, Deanna (24532175) [Primary Instructor, Post, Print]","Peter Kiewit Institute 155","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Service Learning Component: Includes Service Learning Component","","","21","25","","","99","25","","","","","","","",""
"ISQA 8580 - SECURITY RISK MANAGEMENT AND ASSESSMENT"
,"Fall 2022","1228","UNO-ISQA","ISQA","8580","ISQA 8580","001","SECURITY RISK MANAGEMENT AND ASSESSMENT","Lecture","","W 6pm-8:40pm","W 6pm-8:40pm","House, Deanna (24532175) [Primary Instructor, Post, Print]","Peter Kiewit Institute 155","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","14","25","","","99","25","","","","","","","",""
"ISQA 9130 - APPLIED MULTIVARIATE ANALYSIS"
,"Fall 2022","1228","UNO-ISQA","ISQA","9130","ISQA 9130","001","APPLIED MULTIVARIATE ANALYSIS","Lecture","","W 6pm-8:40pm","W 6pm-8:40pm","Najjar, Lotfollah (25564412) [Primary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","10","25","","","99","25","","","","","","","",""
"ITIN 1010 - ACTIVATING INNOVATION IN SOCIETY"
,"Fall 2022","1228","UNO-ITIN","ITIN","1010","ITIN 1010","001","ACTIVATING INNOVATION IN SOCIETY","Lecture","","TR 10:30am-11:45am","TR 10:30am-11:45am","Toh, Christine (37784191) [Primary Instructor, Post, Print]","Peter Kiewit Institute 269","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","University General Education: Social Science General Education course","University General Education: Social Science General Education course","","14","25","","","99","25","","","","","","","",""
"ITIN 3330 - PRODUCT DESIGN AND DEVELOPMENT"
,"Fall 2022","1228","UNO-ITIN","ITIN","3330","ITIN 3330","001","PRODUCT DESIGN AND DEVELOPMENT","Lecture","","TR 3pm-4:15pm","TR 3pm-4:15pm","Toh, Christine (37784191) [Primary Instructor, Post, Print]","Peter Kiewit Institute 269","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","9","25","","","0","25","","","","","","","",""
"ITIN 4980 - INFORMATION TECHNOLOGY INNOVATION CAPSTONE PROJECT I"
,"Fall 2022","1228","UNO-ITIN","ITIN","4980","ITIN 4980","001","INFORMATION TECHNOLOGY INNOVATION CAPSTONE PROJECT I","Lecture","","TR 10:30am-11:45am","TR 10:30am-11:45am","Fruhling, Ann (26396260) [Primary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","3","3","Graded","","","","3","15","","","0","15","Also ITIN 8940-001","25","","99","25","","",""
"ITIN 8210 - DESIGN SCIENCE AND THEORY DEVELOPMENT"
,"Fall 2022","1228","UNO-ITIN","ITIN","8210","ITIN 8210","001","DESIGN SCIENCE AND THEORY DEVELOPMENT","Lecture","","MW 4:30pm-5:45pm","MW 4:30pm-5:45pm","Derrick, Douglas (90055446) [Primary Instructor, Post, Print]","Peter Kiewit Institute 269","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","4","20","","","99","20","","","","","","","","Students will attend once a week in-person and the other day(s) will participate remotely synchronously. Your instructor will provide more details."
"ITIN 8940 - ITIN CAPSTONE I"
,"Fall 2022","1228","UNO-ITIN","ITIN","8940","ITIN 8940","001","ITIN CAPSTONE I","Lecture","","TR 10:30am-11:45am","TR 10:30am-11:45am","Fruhling, Ann (26396260) [Primary Instructor, Post, Print]","Peter Kiewit Institute 157","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","2","10","","","0","10","See ITIN 4980-001","25","","99","25","","","Students will attend once a week in-person and the other day(s) will participate remotely synchronously. Your instructor will provide more details."
"MATH 4150 - GRAPH THEORY & APPLICATIONS"
,"Fall 2022","1228","UNO-MATH","MATH","4150","MATH 4150","001","GRAPH THEORY & APPLICATIONS","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Ali, Hesham (76789688) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","7","8","","","0","8","See CSCI 4150-001","40","","99","40","","",""
"MATH 8156 - GRAPH THEORY & APPLICATIONS"
,"Fall 2022","1228","UNO-MATH","MATH","8156","MATH 8156","001","GRAPH THEORY & APPLICATIONS","Lecture","","MW 3pm-4:15pm","MW 3pm-4:15pm","Ali, Hesham (76789688) [Primary Instructor, Post, Print]","Peter Kiewit Institute 252","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","3","3","","","0","3","See CSCI 4150-001","40","","99","40","","",""
"MECH 223 - ENGINEERING STATICS"
,"Fall 2022","1228","UNO-DOEN","MECH","223","MECH 223","001","ENGINEERING STATICS","Lecture","","TR 12pm-1:15pm; F 1:30pm-3:20pm","TR 12pm-1:15pm; F 1:30pm-3:20pm","ALSaleem, Fadi (42419221) [Primary Instructor, Post, Print]; ALSaleem, Fadi (42419221) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263; Peter Kiewit Institute 256","Active","Regular Academic Session","UNO Engineering","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","38","40","","","99","40","","","","","","","PKI 256",""
